movimiento_id,fecha,sku,sucursal_id,tipo_movimiento,cantidad,costo_unitario,costo_total,usuario
MOV-002650,2023-02-22,SKU-1033,SUC-06,salida_venta,19,540.79,10275.01,USR-04
MOV-002651,2023-02-22,SKU-1015,SUC-01,entrada,48,676.84,32488.32,USR-08
MOV-002652,2023-02-22,SKU-1037,SUC-10,salida_venta,6,1152.38,6914.28,USR-06
MOV-002653,2023-02-22,SKU-1021,SUC-08,salida_venta,20,1178.01,23560.2,USR-09
MOV-002654,2023-02-22,SKU-1017,SUC-07,vencimiento_baja,15,194.02,2910.3,USR-20
MOV-002655,2023-02-22,SKU-1002,SUC-08,entrada,30,306.74,9202.2,USR-11
MOV-002656,2023-02-22,SKU-1030,SUC-06,salida_venta,5,1792.98,8964.9,USR-13
MOV-002657,2023-02-22,SKU-1010,SUC-08,entrada,16,587.01,9392.16,USR-07
MOV-002658,2023-02-22,SKU-1031,SUC-04,entrada,42,1324.26,55618.92,USR-20
MOV-002659,2023-02-22,SKU-1038,SUC-01,vencimiento_baja,9,2103.19,18928.71,USR-19
MOV-002660,2023-02-22,SKU-1019,SUC-09,salida_venta,14,2430.01,34020.14,USR-08
MOV-002661,2023-02-22,SKU-1003,SUC-04,salida_venta,16,1398.76,22380.16,USR-02
MOV-002662,2023-02-23,SKU-1024,SUC-05,salida_venta,19,350.72,6663.68,USR-11
MOV-002663,2023-02-23,SKU-1031,SUC-08,salida_venta,8,1324.26,10594.08,USR-20
MOV-002664,2023-02-23,SKU-1002,SUC-08,salida_venta,15,306.74,4601.1,USR-11
MOV-002665,2023-02-23,SKU-1032,SUC-06,entrada,34,1830.51,62237.34,USR-03
MOV-002666,2023-02-23,SKU-1007,SUC-10,entrada,24,2087.16,50091.84,USR-03
MOV-002667,2023-02-23,SKU-1024,SUC-08,vencimiento_baja,20,350.72,7014.4,USR-05
MOV-002668,2023-02-23,SKU-1038,SUC-05,entrada,5,2103.19,10515.95,USR-13
MOV-002669,2023-02-23,SKU-1024,SUC-06,salida_venta,9,350.72,3156.48,USR-20
MOV-002670,2023-02-23,SKU-1022,SUC-06,salida_venta,2,2186.65,4373.3,USR-12
MOV-002671,2023-02-23,SKU-1021,SUC-03,salida_venta,19,1178.01,22382.19,USR-15
MOV-002672,2023-02-23,SKU-1038,SUC-10,entrada,2,2103.19,4206.38,USR-20
MOV-002673,2023-02-23,SKU-1002,SUC-03,salida_venta,8,306.74,2453.92,USR-07
MOV-002674,2023-02-23,SKU-1039,SUC-08,ajuste_negativo,2,1244.89,2489.78,USR-16
MOV-002675,2023-02-23,SKU-1037,SUC-05,entrada,22,1152.38,25352.36,USR-17
MOV-002676,2023-02-23,SKU-1024,SUC-10,salida_venta,8,350.72,2805.76,USR-05
MOV-002677,2023-02-23,SKU-1009,SUC-05,entrada,34,752.7,25591.8,USR-07
MOV-002678,2023-02-23,SKU-1037,SUC-06,salida_venta,10,1152.38,11523.8,USR-05
MOV-002679,2023-02-23,SKU-1015,SUC-02,entrada,37,676.84,25043.08,USR-01
MOV-002680,2023-02-23,SKU-1022,SUC-07,entrada,8,2186.65,17493.2,USR-20
MOV-002681,2023-02-23,SKU-1012,SUC-02,entrada,23,1957.92,45032.16,USR-20
MOV-002682,2023-02-23,SKU-1010,SUC-08,entrada,7,587.01,4109.07,USR-13
MOV-002683,2023-02-23,SKU-1024,SUC-09,devolucion,12,350.72,4208.64,USR-19
MOV-002684,2023-02-23,SKU-1022,SUC-02,entrada,3,2186.65,6559.95,USR-16
MOV-002685,2023-02-23,SKU-1029,SUC-03,salida_venta,18,623.77,11227.86,USR-19
MOV-002686,2023-02-23,SKU-1003,SUC-10,entrada,31,1398.76,43361.56,USR-11
MOV-002687,2023-02-23,SKU-1015,SUC-10,salida_venta,11,676.84,7445.24,USR-05
MOV-002688,2023-02-23,SKU-1035,SUC-06,salida_venta,13,901.11,11714.43,USR-12
MOV-002689,2023-02-23,SKU-1021,SUC-03,entrada,7,1178.01,8246.07,USR-20
MOV-002690,2023-02-23,SKU-1011,SUC-07,salida_venta,17,672.44,11431.48,USR-14
MOV-002691,2023-02-23,SKU-1035,SUC-04,salida_venta,3,901.11,2703.33,USR-10
MOV-002692,2023-02-23,SKU-1027,SUC-08,salida_venta,5,2191.29,10956.45,USR-01
MOV-002693,2023-02-23,SKU-1031,SUC-02,entrada,24,1324.26,31782.24,USR-16
MOV-002694,2023-02-23,SKU-1026,SUC-08,salida_venta,14,1369.15,19168.1,USR-07
MOV-002695,2023-02-23,SKU-1037,SUC-06,entrada,18,1152.38,20742.84,USR-14
MOV-002696,2023-02-23,SKU-1019,SUC-04,entrada,25,2430.01,60750.25,USR-05
MOV-002697,2023-02-23,SKU-1038,SUC-05,salida_venta,16,2103.19,33651.04,USR-17
MOV-002698,2023-02-23,SKU-1009,SUC-07,salida_venta,11,752.7,8279.7,USR-03
MOV-002699,2023-02-23,SKU-1029,SUC-08,entrada,25,623.77,15594.25,USR-15
MOV-002700,2023-02-23,SKU-1021,SUC-02,devolucion,17,1178.01,20026.17,USR-20
MOV-002701,2023-02-23,SKU-1008,SUC-04,entrada,38,1680.26,63849.88,USR-19
MOV-002702,2023-02-23,SKU-1009,SUC-03,salida_venta,2,752.7,1505.4,USR-01
MOV-002703,2023-02-23,SKU-1031,SUC-04,entrada,13,1324.26,17215.38,USR-07
MOV-002704,2023-02-23,SKU-1031,SUC-08,salida_venta,9,1324.26,11918.34,USR-03
MOV-002705,2023-02-23,SKU-1038,SUC-03,salida_venta,14,2103.19,29444.66,USR-10
MOV-002706,2023-02-23,SKU-1021,SUC-06,entrada,28,1178.01,32984.28,USR-15
MOV-002707,2023-02-23,SKU-1032,SUC-06,salida_venta,2,1830.51,3661.02,USR-10
MOV-002708,2023-02-23,SKU-1035,SUC-07,salida_venta,1,901.11,901.11,USR-19
MOV-002709,2023-02-23,SKU-1006,SUC-08,entrada,41,1191.81,48864.21,USR-02
MOV-002710,2023-02-23,SKU-1038,SUC-04,entrada,8,2103.19,16825.52,USR-12
MOV-002711,2023-02-23,SKU-1006,SUC-06,salida_venta,14,1191.81,16685.34,USR-11
MOV-002712,2023-02-23,SKU-1035,SUC-04,entrada,42,901.11,37846.62,USR-01
MOV-002713,2023-02-23,SKU-1005,SUC-01,ajuste_negativo,1,999.42,999.42,USR-14
MOV-002714,2023-02-23,SKU-1023,SUC-06,entrada,13,470.95,6122.35,USR-02
MOV-002715,2023-02-23,SKU-1005,SUC-02,salida_venta,14,999.42,13991.88,USR-05
MOV-002716,2023-02-23,SKU-1022,SUC-01,ajuste_negativo,17,2186.65,37173.05,USR-10
MOV-002717,2023-02-23,SKU-1010,SUC-04,entrada,48,587.01,28176.48,USR-03
MOV-002718,2023-02-23,SKU-1032,SUC-06,salida_venta,2,1830.51,3661.02,USR-16
MOV-002719,2023-02-23,SKU-1023,SUC-04,entrada,46,470.95,21663.7,USR-05
MOV-002720,2023-02-23,SKU-1018,SUC-02,entrada,23,233.74,5376.02,USR-01
MOV-002721,2023-02-23,SKU-1024,SUC-01,salida_venta,19,350.72,6663.68,USR-06
MOV-002722,2023-02-23,SKU-1029,SUC-04,salida_venta,6,623.77,3742.62,USR-01
MOV-002723,2023-02-23,SKU-1026,SUC-01,salida_venta,16,1369.15,21906.4,USR-12
MOV-002724,2023-02-23,SKU-1028,SUC-09,salida_venta,15,2488.26,37323.9,USR-16
MOV-002725,2023-02-23,SKU-1017,SUC-07,entrada,23,194.02,4462.46,USR-10
MOV-002726,2023-02-23,SKU-1010,SUC-05,entrada,26,587.01,15262.26,USR-10
MOV-002727,2023-02-23,SKU-1019,SUC-05,salida_venta,3,2430.01,7290.03,USR-19
MOV-002728,2023-02-23,SKU-1013,SUC-10,salida_venta,10,240.18,2401.8,USR-03
MOV-002729,2023-02-23,SKU-1022,SUC-08,entrada,34,2186.65,74346.1,USR-08
MOV-002730,2023-02-24,SKU-1018,SUC-03,salida_venta,14,233.74,3272.36,USR-01
MOV-002731,2023-02-24,SKU-1022,SUC-05,entrada,17,2186.65,37173.05,USR-03
MOV-002732,2023-02-24,SKU-1031,SUC-01,entrada,8,1324.26,10594.08,USR-02
MOV-002733,2023-02-24,SKU-1029,SUC-03,salida_venta,2,623.77,1247.54,USR-18
MOV-002734,2023-02-24,SKU-1034,SUC-05,entrada,38,1210.2,45987.6,USR-05
MOV-002735,2023-02-24,SKU-1009,SUC-10,salida_venta,19,752.7,14301.3,USR-07
MOV-002736,2023-02-24,SKU-1023,SUC-03,salida_venta,10,470.95,4709.5,USR-09
MOV-002737,2023-02-24,SKU-1011,SUC-05,entrada,5,672.44,3362.2,USR-01
MOV-002738,2023-02-24,SKU-1003,SUC-03,salida_venta,13,1398.76,18183.88,USR-03
MOV-002739,2023-02-24,SKU-1034,SUC-10,entrada,50,1210.2,60510.0,USR-17
MOV-002740,2023-02-24,SKU-1034,SUC-01,entrada,12,1210.2,14522.4,USR-07
MOV-002741,2023-02-24,SKU-1021,SUC-01,entrada,34,1178.01,40052.34,USR-18
MOV-002742,2023-02-24,SKU-1030,SUC-01,entrada,16,1792.98,28687.68,USR-09
MOV-002743,2023-02-24,SKU-1024,SUC-06,entrada,21,350.72,7365.12,USR-19
MOV-002744,2023-02-24,SKU-1008,SUC-03,salida_venta,7,1680.26,11761.82,USR-10
MOV-002745,2023-02-24,SKU-1006,SUC-03,entrada,4,1191.81,4767.24,USR-04
MOV-002746,2023-02-24,SKU-1009,SUC-02,salida_venta,15,752.7,11290.5,USR-01
MOV-002747,2023-02-24,SKU-1024,SUC-07,devolucion,8,350.72,2805.76,USR-05
MOV-002748,2023-02-24,SKU-1037,SUC-02,entrada,9,1152.38,10371.42,USR-10
MOV-002749,2023-02-24,SKU-1004,SUC-04,devolucion,14,1102.73,15438.22,USR-03
MOV-002750,2023-02-24,SKU-1003,SUC-03,devolucion,10,1398.76,13987.6,USR-13
MOV-002751,2023-02-24,SKU-1006,SUC-04,vencimiento_baja,6,1191.81,7150.86,USR-18
MOV-002752,2023-02-24,SKU-1033,SUC-01,entrada,41,540.79,22172.39,USR-03
MOV-002753,2023-02-24,SKU-1006,SUC-07,entrada,42,1191.81,50056.02,USR-18
MOV-002754,2023-02-24,SKU-1035,SUC-08,entrada,41,901.11,36945.51,USR-06
MOV-002755,2023-02-24,SKU-1007,SUC-08,entrada,29,2087.16,60527.64,USR-03
MOV-002756,2023-02-24,SKU-1012,SUC-02,entrada,8,1957.92,15663.36,USR-13
MOV-002757,2023-02-24,SKU-1004,SUC-05,entrada,3,1102.73,3308.19,USR-11
MOV-002758,2023-02-24,SKU-1011,SUC-01,vencimiento_baja,3,672.44,2017.32,USR-19
MOV-002759,2023-02-24,SKU-1014,SUC-02,salida_venta,2,1037.43,2074.86,USR-16
MOV-002760,2023-02-24,SKU-1020,SUC-09,salida_venta,16,725.72,11611.52,USR-01
MOV-002761,2023-02-24,SKU-1016,SUC-08,salida_venta,17,956.03,16252.51,USR-11
MOV-002762,2023-02-24,SKU-1026,SUC-01,entrada,45,1369.15,61611.75,USR-07
MOV-002763,2023-02-24,SKU-1001,SUC-09,entrada,26,1862.26,48418.76,USR-04
MOV-002764,2023-02-24,SKU-1002,SUC-04,ajuste_negativo,13,306.74,3987.62,USR-01
MOV-002765,2023-02-25,SKU-1023,SUC-06,vencimiento_baja,17,470.95,8006.15,USR-15
MOV-002766,2023-02-25,SKU-1019,SUC-10,salida_venta,4,2430.01,9720.04,USR-17
MOV-002767,2023-02-25,SKU-1037,SUC-04,entrada,29,1152.38,33419.02,USR-04
MOV-002768,2023-02-25,SKU-1016,SUC-02,entrada,44,956.03,42065.32,USR-12
MOV-002769,2023-02-25,SKU-1010,SUC-01,salida_venta,9,587.01,5283.09,USR-09
MOV-002770,2023-02-25,SKU-1022,SUC-09,salida_venta,2,2186.65,4373.3,USR-16
MOV-002771,2023-02-25,SKU-1008,SUC-07,salida_venta,19,1680.26,31924.94,USR-02
MOV-002772,2023-02-25,SKU-1020,SUC-03,salida_venta,1,725.72,725.72,USR-03
MOV-002773,2023-02-25,SKU-1039,SUC-02,entrada,14,1244.89,17428.46,USR-16
MOV-002774,2023-02-25,SKU-1032,SUC-10,entrada,50,1830.51,91525.5,USR-02
MOV-002775,2023-02-25,SKU-1009,SUC-08,devolucion,14,752.7,10537.8,USR-03
MOV-002776,2023-02-25,SKU-1011,SUC-09,entrada,12,672.44,8069.28,USR-02
MOV-002777,2023-02-25,SKU-1032,SUC-03,vencimiento_baja,17,1830.51,31118.67,USR-20
MOV-002778,2023-02-25,SKU-1027,SUC-07,entrada,5,2191.29,10956.45,USR-17
MOV-002779,2023-02-25,SKU-1002,SUC-09,entrada,28,306.74,8588.72,USR-19
MOV-002780,2023-02-25,SKU-1009,SUC-02,ajuste_negativo,15,752.7,11290.5,USR-16
MOV-002781,2023-02-25,SKU-1009,SUC-07,salida_venta,12,752.7,9032.4,USR-01
MOV-002782,2023-02-25,SKU-1012,SUC-06,devolucion,19,1957.92,37200.48,USR-14
MOV-002783,2023-02-25,SKU-1038,SUC-03,entrada,20,2103.19,42063.8,USR-18
MOV-002784,2023-02-25,SKU-1026,SUC-09,entrada,46,1369.15,62980.9,USR-18
MOV-002785,2023-02-25,SKU-1018,SUC-04,entrada,24,233.74,5609.76,USR-13
MOV-002786,2023-02-25,SKU-1009,SUC-08,ajuste_negativo,20,752.7,15054.0,USR-17
MOV-002787,2023-02-25,SKU-1011,SUC-08,entrada,16,672.44,10759.04,USR-15
MOV-002788,2023-02-25,SKU-1011,SUC-07,entrada,40,672.44,26897.6,USR-06
MOV-002789,2023-02-25,SKU-1002,SUC-05,salida_venta,2,306.74,613.48,USR-04
MOV-002790,2023-02-25,SKU-1016,SUC-04,salida_venta,13,956.03,12428.39,USR-02
MOV-002791,2023-02-25,SKU-1016,SUC-03,entrada,42,956.03,40153.26,USR-03
MOV-002792,2023-02-25,SKU-1020,SUC-08,salida_venta,7,725.72,5080.04,USR-08
MOV-002793,2023-02-25,SKU-1006,SUC-05,salida_venta,15,1191.81,17877.15,USR-10
MOV-002794,2023-02-25,SKU-1009,SUC-09,entrada,35,752.7,26344.5,USR-03
MOV-002795,2023-02-25,SKU-1009,SUC-10,devolucion,7,752.7,5268.9,USR-18
MOV-002796,2023-02-25,SKU-1005,SUC-05,entrada,40,999.42,39976.8,USR-07
MOV-002797,2023-02-25,SKU-1027,SUC-05,salida_venta,11,2191.29,24104.19,USR-17
MOV-002798,2023-02-25,SKU-1026,SUC-02,salida_venta,13,1369.15,17798.95,USR-06
MOV-002799,2023-02-25,SKU-1025,SUC-04,entrada,42,2204.78,92600.76,USR-04
MOV-002800,2023-02-25,SKU-1015,SUC-03,salida_venta,4,676.84,2707.36,USR-18
MOV-002801,2023-02-25,SKU-1036,SUC-03,entrada,32,1165.64,37300.48,USR-20
MOV-002802,2023-02-25,SKU-1034,SUC-04,entrada,47,1210.2,56879.4,USR-18
MOV-002803,2023-02-25,SKU-1022,SUC-03,salida_venta,3,2186.65,6559.95,USR-18
MOV-002804,2023-02-25,SKU-1012,SUC-03,entrada,22,1957.92,43074.24,USR-14
MOV-002805,2023-02-25,SKU-1016,SUC-04,salida_venta,4,956.03,3824.12,USR-07
MOV-002806,2023-02-25,SKU-1030,SUC-07,entrada,35,1792.98,62754.3,USR-18
MOV-002807,2023-02-25,SKU-1023,SUC-05,ajuste_negativo,17,470.95,8006.15,USR-14
MOV-002808,2023-02-25,SKU-1015,SUC-01,entrada,10,676.84,6768.4,USR-20
MOV-002809,2023-02-25,SKU-1024,SUC-06,entrada,19,350.72,6663.68,USR-04
MOV-002810,2023-02-25,SKU-1032,SUC-08,entrada,33,1830.51,60406.83,USR-09
MOV-002811,2023-02-25,SKU-1021,SUC-10,entrada,45,1178.01,53010.45,USR-10
MOV-002812,2023-02-25,SKU-1033,SUC-10,entrada,33,540.79,17846.07,USR-16
MOV-002813,2023-02-25,SKU-1038,SUC-05,entrada,45,2103.19,94643.55,USR-07
MOV-002814,2023-02-25,SKU-1034,SUC-02,entrada,38,1210.2,45987.6,USR-06
MOV-002815,2023-02-25,SKU-1002,SUC-08,entrada,10,306.74,3067.4,USR-02
MOV-002816,2023-02-25,SKU-1013,SUC-10,entrada,25,240.18,6004.5,USR-03
MOV-002817,2023-02-25,SKU-1034,SUC-10,salida_venta,12,1210.2,14522.4,USR-01
MOV-002818,2023-02-25,SKU-1028,SUC-05,salida_venta,6,2488.26,14929.56,USR-06
MOV-002819,2023-02-25,SKU-1034,SUC-05,salida_venta,17,1210.2,20573.4,USR-13
MOV-002820,2023-02-25,SKU-1024,SUC-05,entrada,29,350.72,10170.88,USR-09
MOV-002821,2023-02-25,SKU-1018,SUC-04,salida_venta,13,233.74,3038.62,USR-07
MOV-002822,2023-02-25,SKU-1012,SUC-04,salida_venta,9,1957.92,17621.28,USR-03
MOV-002823,2023-02-25,SKU-1015,SUC-09,entrada,26,676.84,17597.84,USR-10
MOV-002824,2023-02-25,SKU-1023,SUC-03,entrada,41,470.95,19308.95,USR-02
MOV-002825,2023-02-25,SKU-1013,SUC-07,vencimiento_baja,11,240.18,2641.98,USR-07
MOV-002826,2023-02-25,SKU-1022,SUC-07,entrada,50,2186.65,109332.5,USR-16
MOV-002827,2023-02-25,SKU-1021,SUC-05,entrada,20,1178.01,23560.2,USR-10
MOV-002828,2023-02-25,SKU-1012,SUC-04,salida_venta,9,1957.92,17621.28,USR-20
MOV-002829,2023-02-25,SKU-1013,SUC-05,salida_venta,3,240.18,720.54,USR-17
MOV-002830,2023-02-25,SKU-1025,SUC-04,salida_venta,9,2204.78,19843.02,USR-19
MOV-002831,2023-02-25,SKU-1018,SUC-06,salida_venta,18,233.74,4207.32,USR-07
MOV-002832,2023-02-25,SKU-1030,SUC-05,salida_venta,1,1792.98,1792.98,USR-06
MOV-002833,2023-02-25,SKU-1027,SUC-04,entrada,17,2191.29,37251.93,USR-15
MOV-002834,2023-02-25,SKU-1002,SUC-04,salida_venta,13,306.74,3987.62,USR-14
MOV-002835,2023-02-25,SKU-1037,SUC-07,entrada,20,1152.38,23047.6,USR-15
MOV-002836,2023-02-25,SKU-1034,SUC-05,ajuste_negativo,2,1210.2,2420.4,USR-18
MOV-002837,2023-02-25,SKU-1032,SUC-03,entrada,45,1830.51,82372.95,USR-05
MOV-002838,2023-02-25,SKU-1037,SUC-08,vencimiento_baja,2,1152.38,2304.76,USR-09
MOV-002839,2023-02-26,SKU-1003,SUC-01,salida_venta,13,1398.76,18183.88,USR-13
MOV-002840,2023-02-26,SKU-1012,SUC-08,salida_venta,20,1957.92,39158.4,USR-04
MOV-002841,2023-02-26,SKU-1006,SUC-02,entrada,26,1191.81,30987.06,USR-14
MOV-002842,2023-02-26,SKU-1003,SUC-04,salida_venta,20,1398.76,27975.2,USR-10
MOV-002843,2023-02-26,SKU-1015,SUC-10,devolucion,9,676.84,6091.56,USR-15
MOV-002844,2023-02-26,SKU-1022,SUC-08,entrada,34,2186.65,74346.1,USR-02
MOV-002845,2023-02-26,SKU-1038,SUC-10,ajuste_negativo,18,2103.19,37857.42,USR-04
MOV-002846,2023-02-26,SKU-1016,SUC-03,salida_venta,19,956.03,18164.57,USR-19
MOV-002847,2023-02-26,SKU-1031,SUC-06,entrada,3,1324.26,3972.78,USR-16
MOV-002848,2023-02-26,SKU-1021,SUC-04,salida_venta,16,1178.01,18848.16,USR-19
MOV-002849,2023-02-26,SKU-1016,SUC-07,salida_venta,6,956.03,5736.18,USR-14
MOV-002850,2023-02-26,SKU-1015,SUC-06,entrada,42,676.84,28427.28,USR-11
MOV-002851,2023-02-26,SKU-1008,SUC-01,entrada,18,1680.26,30244.68,USR-09
MOV-002852,2023-02-26,SKU-1034,SUC-04,entrada,32,1210.2,38726.4,USR-09
MOV-002853,2023-02-26,SKU-1011,SUC-08,entrada,43,672.44,28914.92,USR-03
MOV-002854,2023-02-26,SKU-1019,SUC-05,entrada,38,2430.01,92340.38,USR-09
MOV-002855,2023-02-26,SKU-1036,SUC-02,vencimiento_baja,1,1165.64,1165.64,USR-10
MOV-002856,2023-02-26,SKU-1021,SUC-01,entrada,16,1178.01,18848.16,USR-10
MOV-002857,2023-02-26,SKU-1005,SUC-06,salida_venta,15,999.42,14991.3,USR-05
MOV-002858,2023-02-26,SKU-1005,SUC-10,entrada,40,999.42,39976.8,USR-20
MOV-002859,2023-02-26,SKU-1003,SUC-06,entrada,37,1398.76,51754.12,USR-07
MOV-002860,2023-02-26,SKU-1023,SUC-09,devolucion,19,470.95,8948.05,USR-10
MOV-002861,2023-02-26,SKU-1016,SUC-06,entrada,33,956.03,31548.99,USR-16
MOV-002862,2023-02-26,SKU-1013,SUC-02,entrada,25,240.18,6004.5,USR-12
MOV-002863,2023-02-26,SKU-1017,SUC-08,entrada,12,194.02,2328.24,USR-20
MOV-002864,2023-02-26,SKU-1010,SUC-02,entrada,2,587.01,1174.02,USR-01
MOV-002865,2023-02-26,SKU-1038,SUC-01,salida_venta,16,2103.19,33651.04,USR-08
MOV-002866,2023-02-26,SKU-1009,SUC-09,salida_venta,16,752.7,12043.2,USR-08
MOV-002867,2023-02-26,SKU-1027,SUC-05,entrada,46,2191.29,100799.34,USR-16
MOV-002868,2023-02-26,SKU-1030,SUC-07,entrada,2,1792.98,3585.96,USR-05
MOV-002869,2023-02-26,SKU-1021,SUC-02,entrada,16,1178.01,18848.16,USR-19
MOV-002870,2023-02-26,SKU-1003,SUC-01,salida_venta,4,1398.76,5595.04,USR-10
MOV-002871,2023-02-26,SKU-1020,SUC-07,ajuste_negativo,13,725.72,9434.36,USR-13
MOV-002872,2023-02-27,SKU-1004,SUC-01,entrada,10,1102.73,11027.3,USR-09
MOV-002873,2023-02-27,SKU-1024,SUC-08,devolucion,3,350.72,1052.16,USR-13
MOV-002874,2023-02-27,SKU-1006,SUC-04,entrada,38,1191.81,45288.78,USR-01
MOV-002875,2023-02-27,SKU-1013,SUC-07,salida_venta,10,240.18,2401.8,USR-14
MOV-002876,2023-02-27,SKU-1003,SUC-07,ajuste_negativo,9,1398.76,12588.84,USR-02
MOV-002877,2023-02-27,SKU-1025,SUC-01,entrada,16,2204.78,35276.48,USR-06
MOV-002878,2023-02-27,SKU-1034,SUC-08,ajuste_negativo,1,1210.2,1210.2,USR-02
MOV-002879,2023-02-27,SKU-1021,SUC-01,ajuste_negativo,6,1178.01,7068.06,USR-09
MOV-002880,2023-02-27,SKU-1010,SUC-04,salida_venta,19,587.01,11153.19,USR-19
MOV-002881,2023-02-27,SKU-1012,SUC-06,salida_venta,9,1957.92,17621.28,USR-02
MOV-002882,2023-02-27,SKU-1036,SUC-02,salida_venta,1,1165.64,1165.64,USR-17
MOV-002883,2023-02-27,SKU-1029,SUC-05,vencimiento_baja,8,623.77,4990.16,USR-20
MOV-002884,2023-02-27,SKU-1022,SUC-05,devolucion,20,2186.65,43733.0,USR-12
MOV-002885,2023-02-27,SKU-1015,SUC-03,ajuste_negativo,6,676.84,4061.04,USR-11
MOV-002886,2023-02-27,SKU-1022,SUC-08,salida_venta,17,2186.65,37173.05,USR-09
MOV-002887,2023-02-27,SKU-1003,SUC-08,entrada,17,1398.76,23778.92,USR-19
MOV-002888,2023-02-27,SKU-1005,SUC-03,devolucion,20,999.42,19988.4,USR-15
MOV-002889,2023-02-27,SKU-1037,SUC-07,devolucion,18,1152.38,20742.84,USR-10
MOV-002890,2023-02-27,SKU-1027,SUC-02,entrada,9,2191.29,19721.61,USR-05
MOV-002891,2023-02-27,SKU-1024,SUC-03,devolucion,4,350.72,1402.88,USR-17
MOV-002892,2023-02-27,SKU-1033,SUC-02,entrada,38,540.79,20550.02,USR-20
MOV-002893,2023-02-27,SKU-1035,SUC-01,entrada,22,901.11,19824.42,USR-17
MOV-002894,2023-02-27,SKU-1002,SUC-01,entrada,42,306.74,12883.08,USR-05
MOV-002895,2023-02-27,SKU-1029,SUC-06,devolucion,13,623.77,8109.01,USR-13
MOV-002896,2023-02-27,SKU-1032,SUC-06,salida_venta,20,1830.51,36610.2,USR-16
MOV-002897,2023-02-27,SKU-1018,SUC-05,entrada,35,233.74,8180.9,USR-02
MOV-002898,2023-02-27,SKU-1033,SUC-02,salida_venta,14,540.79,7571.06,USR-16
MOV-002899,2023-02-27,SKU-1038,SUC-07,salida_venta,16,2103.19,33651.04,USR-04
MOV-002900,2023-02-27,SKU-1013,SUC-08,entrada,48,240.18,11528.64,USR-03
MOV-002901,2023-02-27,SKU-1008,SUC-06,entrada,25,1680.26,42006.5,USR-18
MOV-002902,2023-02-27,SKU-1035,SUC-07,salida_venta,13,901.11,11714.43,USR-13
MOV-002903,2023-02-27,SKU-1023,SUC-08,entrada,28,470.95,13186.6,USR-07
MOV-002904,2023-02-27,SKU-1027,SUC-10,vencimiento_baja,16,2191.29,35060.64,USR-15
MOV-002905,2023-02-27,SKU-1003,SUC-01,vencimiento_baja,10,1398.76,13987.6,USR-19
MOV-002906,2023-02-27,SKU-1004,SUC-08,entrada,35,1102.73,38595.55,USR-17
MOV-002907,2023-02-27,SKU-1006,SUC-05,entrada,16,1191.81,19068.96,USR-09
MOV-002908,2023-02-27,SKU-1035,SUC-04,salida_venta,6,901.11,5406.66,USR-01
MOV-002909,2023-02-27,SKU-1033,SUC-08,salida_venta,1,540.79,540.79,USR-18
MOV-002910,2023-02-27,SKU-1026,SUC-08,entrada,17,1369.15,23275.55,USR-20
MOV-002911,2023-02-27,SKU-1006,SUC-04,entrada,9,1191.81,10726.29,USR-08
MOV-002912,2023-02-27,SKU-1029,SUC-04,entrada,27,623.77,16841.79,USR-07
MOV-002913,2023-02-27,SKU-1020,SUC-09,salida_venta,16,725.72,11611.52,USR-05
MOV-002914,2023-02-27,SKU-1006,SUC-05,salida_venta,2,1191.81,2383.62,USR-16
MOV-002915,2023-02-27,SKU-1011,SUC-04,salida_venta,3,672.44,2017.32,USR-16
MOV-002916,2023-02-27,SKU-1025,SUC-06,entrada,38,2204.78,83781.64,USR-14
MOV-002917,2023-02-27,SKU-1000,SUC-10,entrada,5,1627.41,8137.05,USR-02
MOV-002918,2023-02-27,SKU-1020,SUC-02,salida_venta,8,725.72,5805.76,USR-13
MOV-002919,2023-02-27,SKU-1010,SUC-08,salida_venta,4,587.01,2348.04,USR-05
MOV-002920,2023-02-27,SKU-1020,SUC-02,entrada,3,725.72,2177.16,USR-15
MOV-002921,2023-02-27,SKU-1027,SUC-07,salida_venta,2,2191.29,4382.58,USR-02
MOV-002922,2023-02-27,SKU-1028,SUC-04,entrada,9,2488.26,22394.34,USR-04
MOV-002923,2023-02-27,SKU-1010,SUC-10,entrada,28,587.01,16436.28,USR-01
MOV-002924,2023-02-27,SKU-1026,SUC-04,entrada,33,1369.15,45181.95,USR-06
MOV-002925,2023-02-27,SKU-1003,SUC-02,salida_venta,16,1398.76,22380.16,USR-02
MOV-002926,2023-02-27,SKU-1022,SUC-10,entrada,3,2186.65,6559.95,USR-07
MOV-002927,2023-02-28,SKU-1003,SUC-06,entrada,43,1398.76,60146.68,USR-20
MOV-002928,2023-02-28,SKU-1010,SUC-02,entrada,4,587.01,2348.04,USR-13
MOV-002929,2023-02-28,SKU-1024,SUC-09,entrada,13,350.72,4559.36,USR-11
MOV-002930,2023-02-28,SKU-1020,SUC-06,salida_venta,11,725.72,7982.92,USR-19
MOV-002931,2023-02-28,SKU-1017,SUC-06,salida_venta,7,194.02,1358.14,USR-12
MOV-002932,2023-02-28,SKU-1034,SUC-10,entrada,10,1210.2,12102.0,USR-13
MOV-002933,2023-02-28,SKU-1020,SUC-10,entrada,16,725.72,11611.52,USR-18
MOV-002934,2023-02-28,SKU-1034,SUC-07,entrada,9,1210.2,10891.8,USR-09
